"RT- 472178 - University of Washington, Seattle",,,,,,,,,,,,,,,,,,,
Report Date 2022-02-14,,,,,,,,,,,,,,,,,,,
"Data refreshed nightly, Monday - Saturday. Last refresh at 2022-02-14 01:45 AM",,,,,,,,,,,,,,,,,,,
Year/Quarter: Autumn 2014 - Autumn 2021,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Academic_Year,Term,Course_Number,Course_Title,Student_Count,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average_GPA,
2017-18,20181 (Winter 2018),PSYCH 331 A,LAB HUMAN COGNITION,24,16,6,1,,1,,,,,,,,,3.8,
2017-18,20181 (Winter 2018),PSYCH 332 A,NEUROBEHAVIORAL LAB,29,23,5,1,,,,,,,,,,,3.9,
2017-18,20181 (Winter 2018),PSYCH 332 B,NEUROBEHAVIORAL LAB,30,24,6,,,,,,,,,,,,3.9,
2017-18,20181 (Winter 2018),PSYCH 333 A,SEN/PERCPT PROCESS,116,48,32,15,8,3,6,1,,,,,3,,3.5,
2017-18,20181 (Winter 2018),PSYCH 334 A,LAB-SOCIAL PSYCH,25,18,6,1,,,,,,,,,,,3.8,
2017-18,20181 (Winter 2018),PSYCH 345 A,SOCIAL PSYCHOLOGY,107,90,8,4,,1,,3,,,,,,1,3.8,
2017-18,20181 (Winter 2018),PSYCH 355 A,COGNITIVE PSYCH,111,32,18,20,12,11,7,3,3,1,,,3,1,3.1,
2017-18,20181 (Winter 2018),PSYCH 410 A,CHLD/ADDL BEHAV DIS,27,11,8,2,1,3,1,1,,,,,,,3.5,
2017-18,20181 (Winter 2018),PSYCH 415 A,PERSONALITY DEVEL,33,8,9,2,7,6,1,,,,,,,,3.3,
2017-18,20181 (Winter 2018),PSYCH 416 A,ANIM COMMUNICATION,30,3,7,2,6,4,2,5,,,,,,1,3,
2017-18,20181 (Winter 2018),PSYCH 436 A,DEVEL/SPORT COMPETN,26,6,3,5,3,4,2,1,,,,,2,,2.9,
2017-18,20181 (Winter 2018),PSYCH 448 B,SMNR IN PSYCHOLOGY,36,17,9,6,2,,,,,2,,,,,3.5,
2017-18,20181 (Winter 2018),PSYCH 488 A,STRESS & COPING,35,28,5,,1,1,,,,,,,,,3.8,
2017-18,20181 (Winter 2018),PSYCH 489 A,CLINICAL PSYCHOLOGY,29,7,7,4,6,4,,1,,,,,,,3.3,
2017-18,20181 (Winter 2018),PUBPOL 355 A,TOPICS: NONPROFITS,18,3,12,2,,,,,,,,,,1,3.6,
2017-18,20181 (Winter 2018),PUBPOL 403 A,PROF LEADERSHIP,33,11,22,,,,,,,,,,,,3.8,
2017-18,20181 (Winter 2018),PUBPOL 512 A,MANAGING ORG PERF,46,13,29,4,,,,,,,,,,,3.7,
2017-18,20181 (Winter 2018),PUBPOL 512 B,MANAGING ORG PERF,55,,54,,1,,,,,,,,,,3.6,
2017-18,20181 (Winter 2018),PUBPOL 512 C,MANAGING ORG PERF,45,,38,5,,,,,,,,,,2,3.5,
2017-18,20181 (Winter 2018),PUBPOL 512 D,MANAGING ORG PERF,48,,39,7,2,,,,,,,,,,3.5,
2017-18,20181 (Winter 2018),PUBPOL 517 A,ECN POL ANLYS MGT II,64,9,33,13,7,2,,,,,,,,,3.5,
2017-18,20181 (Winter 2018),PUBPOL 517 B,ECN POL ANLYS MGT II,64,6,31,17,9,1,,,,,,,,,3.4,
2017-18,20181 (Winter 2018),PUBPOL 517 C,ECN POL ANLYS MGT II,63,10,24,19,8,1,,,,,,,,1,3.4,
2017-18,20181 (Winter 2018),PUBPOL 523 A,ADV BUDGET PUB SECT,38,10,22,5,,,,,,,,,,1,3.7,
2017-18,20181 (Winter 2018),PUBPOL 527 A,QUANT ANALYSIS I,59,4,44,10,1,,,,,,,,,,3.6,
2017-18,20181 (Winter 2018),PUBPOL 527 B,QUANT ANALYSIS I,64,2,55,7,,,,,,,,,,,3.6,
2017-18,20181 (Winter 2018),PUBPOL 527 C,QUANT ANALYSIS I,55,1,36,10,6,1,,,,,,,,1,3.5,
2017-18,20181 (Winter 2018),PUBPOL 529 A,ADV QUANT ANALYS,17,,14,2,1,,,,,,,,,,3.6,
2017-18,20181 (Winter 2018),PUBPOL 533 A,ECON OF INTL DEVEL,35,1,30,3,,,,,,,,,,1,3.6,
2017-18,20181 (Winter 2018),PUBPOL 535 A,AMER FOREIGN POL,24,9,11,2,,1,,,,,,,,1,3.7,
2017-18,20181 (Winter 2018),PUBPOL 551 A,PRG DESGN & EVAL,29,8,20,,,,,,,,,,,1,3.7,
2017-18,20181 (Winter 2018),PUBPOL 555 A,TPCS NONPROFIT MGT,16,11,2,2,,,,,,,,,,1,3.8,
2017-18,20181 (Winter 2018),PUBPOL 565 A,TOPICS IN URBAN AFF,19,,14,3,1,,,,,,,,,1,3.5,
2017-18,20181 (Winter 2018),PUBPOL 565 B,TOPICS IN URBAN AFF,15,2,10,1,2,,,,,,,,,,3.5,
2017-18,20181 (Winter 2018),PUBPOL 567 A,COMM ENGAG URB GOV,21,20,,,,,,,,,,,,1,4,
2017-18,20181 (Winter 2018),PUBPOL 582 A,COMM CLIMATE CHG,19,13,5,,,,,,,,,,,1,3.9,
2017-18,20181 (Winter 2018),PUBPOL 590 A,ENV POLICY PROCESS,18,5,9,2,1,,,1,,,,,,,3.5,
2017-18,20181 (Winter 2018),PUBPOL 599 B,SPECIAL TOPICS,20,1,19,,,,,,,,,,,,3.7,
2017-18,20181 (Winter 2018),PUBPOL 599 D,SPECIAL TOPICS,23,21,1,,,,,,,,,,,1,3.9,
2017-18,20181 (Winter 2018),PUBPOL 608 A,CAPSTONE PROJ SMNR,19,5,14,,,,,,,,,,,,3.6,
2017-18,20181 (Winter 2018),PUBPOL 608 B,CAPSTONE PROJ SMNR,19,19,,,,,,,,,,,,,3.9,
2017-18,20181 (Winter 2018),PUBPOL 608 C,CAPSTONE PROJ SMNR,17,13,4,,,,,,,,,,,,3.8,
2017-18,20181 (Winter 2018),PUBPOL 608 D,CAPSTONE PROJ SMNR,18,15,3,,,,,,,,,,,,3.9,
2017-18,20181 (Winter 2018),PUBPOL 608 E,CAPSTONE PROJ SMNR,15,12,3,,,,,,,,,,,,3.9,
2017-18,20181 (Winter 2018),PUBPOL 608 F,CAPSTONE PROJ SMNR,16,10,5,1,,,,,,,,,,,3.8,
2017-18,20181 (Winter 2018),PUBPOL 608 G,CAPSTONE PROJ SMNR,18,10,8,,,,,,,,,,,,3.8,
2017-18,20181 (Winter 2018),PUBPOL 608 H,CAPSTONE PROJ SMNR,16,6,9,1,,,,,,,,,,,3.7,
2017-18,20181 (Winter 2018),Q SCI 291 A,ANLYS FOR BIOL 1,72,10,19,10,7,7,8,4,2,1,,1,,3,3,
2017-18,20181 (Winter 2018),Q SCI 292 A,ANLYS FOR BIOL 2,72,12,9,5,7,9,7,6,3,6,4,1,3,,2.6,
2017-18,20181 (Winter 2018),Q SCI 381 A,INTRO PROBABIL&STAT,126,9,31,22,16,14,8,6,8,4,2,1,4,1,2.8,
2017-18,20181 (Winter 2018),Q SCI 482 A,STAT INFR IN ECOL,46,16,16,5,9,,,,,,,,,,3.5,
2017-18,20181 (Winter 2018),QMETH 201 A,INTRO TO STAT MTHDS,111,6,11,11,23,23,8,4,5,5,8,3,,4,2.6,
2017-18,20181 (Winter 2018),QMETH 201 B,INTRO TO STAT MTHDS,115,9,13,14,29,20,6,7,7,3,3,,2,2,2.7,
2017-18,20181 (Winter 2018),QMETH 500 B,STAT ANLYS FOR MGMT,63,12,23,17,10,1,,,,,,,,,3.5,
2017-18,20181 (Winter 2018),QMETH 500 D,STAT ANLYS FOR MGMT,57,8,19,19,11,,,,,,,,,,3.4,
2017-18,20181 (Winter 2018),QMETH 551 A,SPREADSHEET MODELING,46,19,17,8,1,1,,,,,,,,,3.6,
2017-18,20181 (Winter 2018),QMETH 551 D,SPREADSHEET MODELING,28,5,17,6,,,,,,,,,,,3.6,
2017-18,20181 (Winter 2018),R E 509 A,FINANCIAL MODEL II,28,20,5,2,1,,,,,,,,,,3.8,
2017-18,20181 (Winter 2018),R E 510 A,INTRO REAL ESTATE,25,2,12,5,2,1,,,,,,,,3,3.5,
2017-18,20181 (Winter 2018),R E 513 A,RE FINANCE INVEST,31,2,27,2,,,,,,,,,,,3.6,
2017-18,20181 (Winter 2018),R E 515 A,REAL ESTATE LAW,28,4,11,7,4,2,,,,,,,,,3.4,
2017-18,20181 (Winter 2018),R E 516 A,RE ECON/MARKET ANA,29,18,8,3,,,,,,,,,,,3.8,
2017-18,20181 (Winter 2018),R E 518 A,BEST PRACTICES RE,20,10,10,,,,,,,,,,,,3.8,
2017-18,20181 (Winter 2018),R E 598 A,SPECIAL TOPICS,16,4,9,2,,,,,,,,,,1,3.6,
2017-18,20181 (Winter 2018),REHAB 502 A,PEDIATRIC PT,48,12,36,,,,,,,,,,,,3.7,
2017-18,20181 (Winter 2018),REHAB 506 C,PROCDRS 2 PE SPINE,24,12,12,,,,,,,,,,,,3.8,
2017-18,20181 (Winter 2018),REHAB 506 D,PROCDRS 2 PE SPINE,23,6,17,,,,,,,,,,,,3.7,
2017-18,20181 (Winter 2018),REHAB 509 B,FUNCTIONAL SKILLS,24,5,17,2,,,,,,,,,,,3.7,
2017-18,20181 (Winter 2018),REHAB 509 E,FUNCTIONAL SKILLS,23,4,18,1,,,,,,,,,,,3.7,
2017-18,20181 (Winter 2018),REHAB 512 A,MUSCULOSKELETAL V,48,3,41,4,,,,,,,,,,,3.6,
2017-18,20181 (Winter 2018),REHAB 517 A,PT SEMINAR,47,41,5,,,1,,,,,,,,,3.9,
2017-18,20181 (Winter 2018),REHAB 527 A,NEURSCI IV: SP TOPCS,48,21,27,,,,,,,,,,,,3.8,
2017-18,20181 (Winter 2018),REHAB 538 A,PT INTEG CIRC MGMT,48,6,16,23,3,,,,,,,,,,3.5,
2017-18,20181 (Winter 2018),REHAB 545 A,FNC ANAT RHAB SPINE,38,3,21,10,4,,,,,,,,,,3.5,
2017-18,20181 (Winter 2018),REHAB 545 B,FNC ANAT RHAB SPINE,47,8,31,3,2,3,,,,,,,,,3.6,
2017-18,20181 (Winter 2018),REHAB 551 A,NEUROBIOLOGY REHAB,35,8,10,10,5,2,,,,,,,,,3.4,
2017-18,20181 (Winter 2018),REHAB 551 B,NEUROBIOLOGY REHAB,47,11,9,13,4,10,,,,,,,,,3.3,
2017-18,20181 (Winter 2018),REHAB 575 A,OT IN PHYS DIS II,24,1,16,5,1,1,,,,,,,,,3.5,
2017-18,20181 (Winter 2018),REHAB 576 A,OT IN PEDS,24,4,18,1,1,,,,,,,,,,3.6,
2017-18,20181 (Winter 2018),REHAB 578 A,DOMAIN & PROCESS I,24,1,23,,,,,,,,,,,,3.6,
2017-18,20181 (Winter 2018),REHAB 585 A,OT LEADERSHIP MGMT,24,8,13,3,,,,,,,,,,,3.7,
2017-18,20181 (Winter 2018),RELIG 201 A,"RELIGIONS,WESTERN",79,34,32,4,2,2,1,1,,,,,1,2,3.6,
2017-18,20181 (Winter 2018),RELIG 322 A,GOSPELS & JESUS,18,4,6,3,2,,,1,,1,,,,1,3.3,
2017-18,20181 (Winter 2018),RELIG 380 A,THEORIES STDY RELIG,20,1,12,4,3,,,,,,,,,,3.4,
2017-18,20181 (Winter 2018),RELIG 440 A,ANGELS,22,13,5,,,,1,1,,1,,,1,,3.4,
2017-18,20181 (Winter 2018),RUSS 102 A,FIRST-YEAR RUSSIAN,21,17,1,,,1,1,1,,,,,,,3.7,
2017-18,20181 (Winter 2018),RUSS 102 C,FIRST-YEAR RUSSIAN,18,7,3,2,3,1,1,,1,,,,,,3.3,
2017-18,20181 (Winter 2018),RUSS 260 A,UNDERWORLDS,59,39,17,2,,,,1,,,,,,,3.8,
2017-18,20181 (Winter 2018),RUSS 322 A,19TH C RUSS LIT,20,17,2,,,,,,,,,,,1,3.9,
2017-18,20181 (Winter 2018),SCAND 151 A,FINN LIT/CULTR HIST,30,8,15,5,1,,,,,,,,,1,3.6,
2017-18,20181 (Winter 2018),SCAND 230 A,INTRO TO FOLKLORE,30,6,8,4,7,2,2,,,,,,,1,3.3,
2017-18,20181 (Winter 2018),SCAND 315 A,SCAND CRIME FICTION,40,9,23,,2,4,,,,,,,,2,3.6,
2017-18,20181 (Winter 2018),SCAND 335 A,SCAND CHILDRENS LIT,90,34,44,8,2,2,,,,,,,,,3.7,
2017-18,20181 (Winter 2018),SCAND 360 A,SCAND CINEMA,36,8,22,4,1,1,,,,,,,,,3.6,
2017-18,20181 (Winter 2018),SCAND 367 A,SEXUALITY IN SCAND,102,30,57,12,3,,,,,,,,,,3.7,
2017-18,20181 (Winter 2018),SCAND 370 A,THE VIKINGS,27,2,13,8,2,,,2,,,,,,,3.4,
2017-18,20181 (Winter 2018),SCTL 503 A,INVENTORY MGMT,35,5,23,7,,,,,,,,,,,3.6,
2017-18,20181 (Winter 2018),SCTL 507 A,PRACTICUM I,21,5,6,3,5,2,,,,,,,,,3.4,
2017-18,20181 (Winter 2018),SEFS 509 A,ANALYS RSRCH PROBLM,29,29,,,,,,,,,,,,,3.9,
2017-18,20181 (Winter 2018),SMEA 501 A,MAR AFFAIRS PRACTICE,31,2,28,,,,,,,,,,,1,3.7,
2017-18,20181 (Winter 2018),SMEA 536 A,MICROECON MAR AFF,19,4,9,6,,,,,,,,,,,3.6,
2017-18,20181 (Winter 2018),SMEA 591 A,MS IN COASTAL ZONE,21,11,9,,,,,,,,,,,1,3.8,
2017-18,20181 (Winter 2018),SOC 110 A,SURVEY SOCIOLOGY,89,7,17,12,13,12,7,3,2,2,1,,7,6,2.7,
2017-18,20181 (Winter 2018),SOC 201 A,INTR TPCS SOCIOLOGY,91,32,33,14,3,4,1,,1,,,,1,2,3.5,
2017-18,20181 (Winter 2018),SOC 221 B,STAT FOR SOC SCI,40,6,7,2,7,7,2,4,,,,,2,3,2.9,
2017-18,20181 (Winter 2018),SOC 230 A,US HEALTH DISPARITY,29,14,13,2,,,,,,,,,,,3.7,
2017-18,20181 (Winter 2018),SOC 260 A,AF-AM FAMILIES,21,5,6,1,4,2,1,1,,1,,,,,3.2,
2017-18,20181 (Winter 2018),SOC 266 A,INTRO LABOR STUDIES,30,2,11,4,2,7,2,,,1,,,,1,3.1,
2017-18,20181 (Winter 2018),SOC 270 A,SOCIAL PROBLEMS,197,102,44,20,17,6,2,2,,,1,1,,2,3.6,
2017-18,20181 (Winter 2018),SOC 271 A,SOC DEVE/SOC CNTRL,190,53,42,38,19,15,5,6,4,,,2,4,2,3.2,
2017-18,20181 (Winter 2018),SOC 287 A,SOC OF SEXUALITY,33,5,12,6,3,4,3,,,,,,,,3.3,
2017-18,20181 (Winter 2018),SOC 292 A,PUBLIC SCHL IN AMER,45,6,9,3,5,8,3,4,3,1,,,1,2,2.8,
2017-18,20181 (Winter 2018),SOC 300 A,FOUND SOC INQUIRY,87,6,19,14,18,17,4,4,,,,,1,4,3,
2017-18,20181 (Winter 2018),SOC 316 A,SOCIOLOGICAL THEORY,92,22,16,15,10,6,3,6,2,3,1,,4,4,3,
2017-18,20181 (Winter 2018),SOC 360 A,INTRO SOC STRAT,29,4,18,5,2,,,,,,,,,,3.5,
2017-18,20181 (Winter 2018),SOC 371 A,CRIMINOLOGY,124,21,23,21,12,14,11,6,7,1,,2,4,2,2.9,
2017-18,20181 (Winter 2018),SOC 372 A,CRIME POL AND JUST,74,22,39,7,1,2,2,,,1,,,,,3.6,
2017-18,20181 (Winter 2018),SOC 376 A,DRUGS & SOCIETY,151,20,52,21,22,15,9,,4,1,1,,3,3,3.2,
2017-18,20181 (Winter 2018),SOC 404 A,CIVIC INTERN PROG,22,8,5,4,1,1,2,,,,,,,1,3.5,
2017-18,20181 (Winter 2018),SOC 420 A,SOCIOLOGY OF FOOD,26,12,4,4,1,4,,1,,,,,,,3.5,
2017-18,20181 (Winter 2018),SOC 505 A,SOCIAL STATISTICS,25,12,13,,,,,,,,,,,,3.8,
2017-18,20181 (Winter 2018),SOC W 501 A,POVERTY&INEQUALITY,22,18,4,,,,,,,,,,,,3.9,
2017-18,20181 (Winter 2018),SOC W 501 B,POVERTY&INEQUALITY,20,15,4,,,,,,,,,,,1,3.9,
2017-18,20181 (Winter 2018),SOC W 501 C,POVERTY&INEQUALITY,25,18,4,1,2,,,,,,,,,,3.8,
2017-18,20181 (Winter 2018),SOC W 505 A,SOC WELF RES,23,9,9,2,,2,,,,,,,,1,3.7,
2017-18,20181 (Winter 2018),SOC W 505 B,SOC WELF RES,24,14,9,1,,,,,,,,,,,3.8,
2017-18,20181 (Winter 2018),SOC W 505 C,SOC WELF RES,24,24,,,,,,,,,,,,,4,
2017-18,20181 (Winter 2018),SOC W 505 D,SOC WELF RES,22,14,7,1,,,,,,,,,,,3.8,
2017-18,20181 (Winter 2018),SOC W 505 E,SOC WELF RES,23,23,,,,,,,,,,,,,3.9,
2017-18,20181 (Winter 2018),SOC W 506 A,SOC WELF RES & EVAL,24,18,3,,1,1,,1,,,,,,,3.7,
2017-18,20181 (Winter 2018),SOC W 506 B,SOC WELF RES & EVAL,19,11,8,,,,,,,,,,,,3.8,
2017-18,20181 (Winter 2018),SOC W 506 C,SOC WELF RES & EVAL,27,24,1,1,1,,,,,,,,,,3.9,
2017-18,20181 (Winter 2018),SOC W 511 A,4R 2-INTERM DIR SRV,23,21,2,,,,,,,,,,,,3.9,
2017-18,20181 (Winter 2018),SOC W 511 B,4R 2-INTERM DIR SRV,23,23,,,,,,,,,,,,,4,
2017-18,20181 (Winter 2018),SOC W 511 C,4R 2-INTERM DIR SRV,22,20,2,,,,,,,,,,,,3.9,
2017-18,20181 (Winter 2018),SOC W 511 D,4R 2-INTERM DIR SRV,22,4,15,2,1,,,,,,,,,,3.6,
2017-18,20181 (Winter 2018),SOC W 511 E,4R 2-INTERM DIR SRV,22,7,14,1,,,,,,,,,,,3.7,
2017-18,20181 (Winter 2018),SOC W 511 F,4R 2-INTERM DIR SRV,22,11,11,,,,,,,,,,,,3.8,
2017-18,20181 (Winter 2018),SOC W 512 A,PR 3-ORG PRACTICE,23,8,14,1,,,,,,,,,,,3.7,
2017-18,20181 (Winter 2018),SOC W 512 B,PR 3-ORG PRACTICE,24,22,1,,,1,,,,,,,,,3.9,
2017-18,20181 (Winter 2018),SOC W 512 C,PR 3-ORG PRACTICE,19,13,5,1,,,,,,,,,,,3.8,
2017-18,20181 (Winter 2018),SOC W 512 D,PR 3-ORG PRACTICE,23,19,4,,,,,,,,,,,,3.9,
2017-18,20181 (Winter 2018),SOC W 512 E,PR 3-ORG PRACTICE,22,22,,,,,,,,,,,,,3.9,
2017-18,20181 (Winter 2018),SOC W 512 F,PR 3-ORG PRACTICE,22,16,5,1,,,,,,,,,,,3.8,
2017-18,20181 (Winter 2018),SOC W 512 G,PR 3-ORG PRACTICE,21,21,,,,,,,,,,,,,4,
2017-18,20181 (Winter 2018),SOC W 512 H,PR 3-ORG PRACTICE,22,15,4,2,,,,,,,,,,1,3.8,
2017-18,20181 (Winter 2018),SOC W 512 I,PR 3-ORG PRACTICE,52,22,4,,,,,,,,,,,,3.9,
2017-18,20181 (Winter 2018),SOC W 519 A,POLICY/SRVCS: H/MH,27,26,1,,,,,,,,,,,,3.9,
2017-18,20181 (Winter 2018),SOC W 519 B,POLICY/SRVCS: H/MH,17,13,3,,,,,,,,,,,1,3.9,
2017-18,20181 (Winter 2018),SOC W 520 A,POLICY/SRVCS: MG,16,13,3,,,,,,,,,,,,3.9,
2017-18,20181 (Winter 2018),SOC W 531 A,CHILD MENTAL HLTH,21,10,11,,,,,,,,,,,,3.8,
2017-18,20181 (Winter 2018),SOC W 541 A,ADV HEALTH PRACT II,33,27,5,1,,,,,,,,,,,3.9,
2017-18,20181 (Winter 2018),SOC W 545 A,CLNICAL SW INDIV II,26,26,,,,,,,,,,,,,3.9,
2017-18,20181 (Winter 2018),SOC W 545 B,CLNICAL SW INDIV II,21,18,2,,,,,,,,,,,1,3.9,
2017-18,20181 (Winter 2018),SOC W 552 A,FIN MGMT HUM SRCVS,17,4,11,,2,,,,,,,,,,3.6,
2017-18,20181 (Winter 2018),SOC W 556 A,FAMILY HEALING,27,12,14,,,,,,,,,,,1,3.8,
2017-18,20181 (Winter 2018),SOC W 571 A,MENTAL DISORDERS,29,7,19,1,,1,,,,,,,,1,3.7,
2017-18,20181 (Winter 2018),SOC W 571 B,MENTAL DISORDERS,19,9,9,1,,,,,,,,,,,3.7,
2017-18,20181 (Winter 2018),SOC W 572 A,ADDCTN:PHARM/TRTMNT,37,29,6,1,1,,,,,,,,,,3.8,
2017-18,20181 (Winter 2018),SOC W 574 A,COLLAB COMMNTY EVAL,16,10,5,,,,,,,,,,,1,3.9,
2017-18,20181 (Winter 2018),SOC W 576 A,ANTIABLEIST PRACTICE,19,15,2,1,,,,,,,,,,1,3.9,
2017-18,20181 (Winter 2018),SOC W 582 A,INTRPERSNL VIOLENCE,23,10,11,,1,,,,,,,,,1,3.7,
2017-18,20181 (Winter 2018),SOC W 588 B,SOC WORK IN SCHOOLS,17,9,7,1,,,,,,,,,,,3.7,
2017-18,20181 (Winter 2018),SOC W 598 A,INTEGRATIVE SMNR,15,10,5,,,,,,,,,,,,3.8,
2017-18,20181 (Winter 2018),SOC W 598 B,INTEGRATIVE SMNR,17,8,9,,,,,,,,,,,,3.8,
2017-18,20181 (Winter 2018),SOC WF 200 A,INTRO SOC WLFR PRAC,29,16,4,2,3,2,,,,,,,2,,3.4,
2017-18,20181 (Winter 2018),SOC WF 311 A,SOCL WELF PRAC II,18,4,13,1,,,,,,,,,,,3.7,
2017-18,20181 (Winter 2018),SOC WF 311 B,SOCL WELF PRAC II,20,13,6,1,,,,,,,,,,,3.8,
2017-18,20181 (Winter 2018),SOC WF 315 A,COMM SERV LEARNING,39,32,6,1,,,,,,,,,,,3.9,
2017-18,20181 (Winter 2018),SOC WF 404 A,CLTRL DIVRSTY/JSTCE,20,6,9,4,,1,,,,,,,,,3.6,
2017-18,20181 (Winter 2018),SOC WF 404 B,CLTRL DIVRSTY/JSTCE,19,6,12,1,,,,,,,,,,,3.7,
2017-18,20181 (Winter 2018),SOC WF 410 A,EVIDENCE-BASED PRAC,42,29,9,2,,2,,,,,,,,,3.8,
2017-18,20181 (Winter 2018),SPAN 101 A,ELEMENTARY SPANISH,23,4,9,1,2,4,,1,,,,,,2,3.3,
2017-18,20181 (Winter 2018),SPAN 102 A,ELEMENTARY SPANISH,23,1,16,1,3,2,,,,,,,,,3.5,
2017-18,20181 (Winter 2018),SPAN 102 B,ELEMENTARY SPANISH,21,,8,4,2,3,2,1,,,,,,1,3.1,
2017-18,20181 (Winter 2018),SPAN 102 C,ELEMENTARY SPANISH,24,,13,4,4,1,,,,,,1,,1,3.2,
2017-18,20181 (Winter 2018),SPAN 103 A,ELEMENTARY SPANISH,20,4,14,2,,,,,,,,,,,3.7,
2017-18,20181 (Winter 2018),SPAN 103 B,ELEMENTARY SPANISH,24,2,10,5,2,3,1,,,1,,,,,3.3,
2017-18,20181 (Winter 2018),SPAN 103 C,ELEMENTARY SPANISH,22,1,16,1,,,2,,1,,,,,1,3.5,
2017-18,20181 (Winter 2018),SPAN 103 D,ELEMENTARY SPANISH,22,,12,3,3,3,1,,,,,,,,3.3,
2017-18,20181 (Winter 2018),SPAN 103 F,ELEMENTARY SPANISH,25,9,13,,,,,1,,,,,,2,3.7,
2017-18,20181 (Winter 2018),SPAN 110 A,BASIC SPANSH REVIEW,24,1,12,6,1,4,,,,,,,,,3.4,
2017-18,20181 (Winter 2018),SPAN 201 A,INTERMEDIATE SPAN,21,2,12,2,1,2,1,,,,,,,1,3.4,
2017-18,20181 (Winter 2018),SPAN 201 C,INTERMEDIATE SPAN,17,1,12,1,1,1,,,,,,,,1,3.5,
2017-18,20181 (Winter 2018),SPAN 202 A,INTERMEDIATE SPAN,21,3,11,1,3,2,1,,,,,,,,3.4,
2017-18,20181 (Winter 2018),SPAN 202 B,INTERMEDIATE SPAN,19,4,11,2,,1,1,,,,,,,,3.5,
2017-18,20181 (Winter 2018),SPAN 202 C,INTERMEDIATE SPAN,19,5,11,1,1,,,1,,,,,,,3.5,
2017-18,20181 (Winter 2018),SPAN 203 A,INTERMEDIATE SPAN,25,2,17,4,,1,,,,,,,,1,3.6,
2017-18,20181 (Winter 2018),SPAN 203 B,INTERMEDIATE SPAN,17,3,11,2,1,,,,,,,,,,3.6,
2017-18,20181 (Winter 2018),SPAN 203 C,INTERMEDIATE SPAN,21,4,13,3,,,,,,,1,,,,3.5,
2017-18,20181 (Winter 2018),SPAN 301 B,ADVANCED SPANISH,16,3,10,,1,1,,,,,,,1,,3.3,
2017-18,20181 (Winter 2018),SPAN 302 A,ADVANCED SPANISH,33,15,13,3,2,,,,,,,,,,3.7,
2017-18,20181 (Winter 2018),SPAN 303 A,ADVANCED SPANISH,22,9,10,1,1,1,,,,,,,,,3.7,
2017-18,20181 (Winter 2018),SPAN 303 B,ADVANCED SPANISH,17,11,5,,,1,,,,,,,,,3.8,
2017-18,20181 (Winter 2018),SPAN 308 A,MODERN LAT AMER LIT,34,10,15,2,3,3,,,,,,,,1,3.5,
2017-18,20181 (Winter 2018),SPAN 314 A,FOR HERITAGE STDNTS,23,3,8,1,5,3,1,,,,,,1,1,3.1,
2017-18,20181 (Winter 2018),SPAN 315 A,HERITAGE STDNTS II,16,4,9,2,1,,,,,,,,,,3.6,
2017-18,20181 (Winter 2018),SPAN 321 A,INTRO LITRARY STDS,27,8,15,1,2,,,1,,,,,,,3.6,
2017-18,20181 (Winter 2018),SPAN 322 A,HISPANIC CLTR STDS,47,15,22,6,3,,,,,,,,,1,3.6,
2017-18,20181 (Winter 2018),SPAN 394 A,SPEC TOP - SPAN LIT,22,9,10,2,,,,,,,,,,1,3.7,
2017-18,20181 (Winter 2018),SPAN 407 A,BILINGUALISM,15,2,12,1,,,,,,,,,,,3.7,
2017-18,20181 (Winter 2018),SPAN 459 A,HISPANIC FOOD/CULTR,24,22,2,,,,,,,,,,,,3.9,
2017-18,20181 (Winter 2018),SPAN 472 A,COLONIAL PROSE,18,3,13,1,,,,,,,,,1,,3.5,
2017-18,20181 (Winter 2018),SPH 380 A,PH HISTORY,105,20,57,15,9,1,1,1,,,,,1,,3.5,
2017-18,20181 (Winter 2018),SPH 381 A,PH SCIENCE,102,22,52,19,7,,1,,,,,,,1,3.6,
2017-18,20181 (Winter 2018),SPH 480 A,PH RESEARCH METHODS,91,12,47,14,10,6,1,,1,,,,,,3.4,
2017-18,20181 (Winter 2018),SPH 481 A,PH ETHICS & POLICY,133,62,68,1,1,,1,,,,,,,,3.8,
2017-18,20181 (Winter 2018),SPH 491 A,CAPSTONE I,71,23,35,8,4,1,,,,,,,,,3.6,
2017-18,20181 (Winter 2018),SPH 491 B,CAPSTONE I,107,35,61,7,2,,1,,,,,,1,,3.7,
2017-18,20181 (Winter 2018),SPH 492 A,CAPSTONE II,57,47,8,,,,,,,,,1,1,,3.8,
2017-18,20181 (Winter 2018),SPHSC 261 A,THE NATURE OF SOUND,51,6,21,13,6,2,,,,,,,2,1,3.3,
2017-18,20181 (Winter 2018),SPHSC 302 A,PHONETICS,53,7,25,7,6,3,3,,,,,,,2,3.4,
2017-18,20181 (Winter 2018),SPHSC 302 B,PHONETICS,16,10,4,2,,,,,,,,,,,3.8,
2017-18,20181 (Winter 2018),SPHSC 308 A,SOC-CLTR ASPCT COMM,55,26,22,3,1,1,,,,,,,1,1,3.6,
2017-18,20181 (Winter 2018),SPHSC 405 A,DIAG SP LANG DISRDR,44,12,24,4,4,,,,,,,,,,3.6,
