"RT- 472178 - University of Washington, Seattle",,,,,,,,,,,,,,,,,,,
Report Date 2022-02-14,,,,,,,,,,,,,,,,,,,
"Data refreshed nightly, Monday - Saturday. Last refresh at 2022-02-14 01:45 AM",,,,,,,,,,,,,,,,,,,
Year/Quarter: Autumn 2014 - Autumn 2021,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Academic_Year,Term,Course_Number,Course_Title,Student_Count,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average_GPA,
2020-21,20212 (Spring 2021),COM 468 A,MEDIA ETHICS,86,45,21,6,7,3,3,1,,,,,,,3.6,
2020-21,20212 (Spring 2021),COM 490 A,BEYOND THE BINARIES,21,7,11,,2,,,,,,,,1,,3.5,
2020-21,20212 (Spring 2021),COMMLD 512 A,USER RESCH/UX STRATS,19,14,4,,1,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),COMMLD 513 A,CONTENT MARKETING,18,18,,,,,,,,,,,,,4,
2020-21,20212 (Spring 2021),COMMLD 559 A,"LAW, DATA, & PRIVACY",18,14,4,,,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),CS&SS 221 A,STAT FOR SOC SCI,53,8,30,10,2,,1,,1,1,,,,,3.5,
2020-21,20212 (Spring 2021),CSE 131 A,SCI&ART DIGTL PHOTO,129,43,68,12,2,3,,,,,,,1,,3.6,
2020-21,20212 (Spring 2021),CSE 142 A,COMPUTER PRGRMNG I,291,83,68,19,31,32,12,10,3,7,14,6,6,,3,
2020-21,20212 (Spring 2021),CSE 143 A,COMPUTER PRGRMNG II,214,37,76,35,25,12,8,7,6,1,3,1,3,,3.2,
2020-21,20212 (Spring 2021),CSE 143 B,COMPUTER PRGRMNG II,105,18,32,24,12,7,3,,2,2,,,5,,3.1,
2020-21,20212 (Spring 2021),CSE 154 A,WEB PROGRAMMING,124,36,48,20,9,4,2,1,2,,,,2,,3.4,
2020-21,20212 (Spring 2021),CSE 163 A,INTERM DATA PROGRAM,190,116,34,25,4,3,2,,4,,2,,,,3.7,
2020-21,20212 (Spring 2021),CSE 180 A,INTRO DATA SCIENCE,91,78,2,,4,3,2,1,,1,,,,,3.8,
2020-21,20212 (Spring 2021),CSE 311 A,FOUNDATIONS COMP I,100,52,29,11,4,2,1,,,,,1,,,3.7,
2020-21,20212 (Spring 2021),CSE 311 B,FOUNDATIONS COMP I,89,50,27,5,2,2,,2,,,,,1,,3.7,
2020-21,20212 (Spring 2021),CSE 312 A,FOUNDATIONS COMP II,63,27,21,10,3,,2,,,,,,,,3.6,
2020-21,20212 (Spring 2021),CSE 312 B,FOUNDATIONS COMP II,81,26,39,8,6,2,,,,,,,,,3.6,
2020-21,20212 (Spring 2021),CSE 331 A,SW DESIGN & IMPL,116,50,41,9,9,3,1,1,,,,,2,,3.6,
2020-21,20212 (Spring 2021),CSE 331 B,SW DESIGN & IMPL,114,32,53,9,8,5,4,2,1,,,,,,3.5,
2020-21,20212 (Spring 2021),CSE 332 A,DATA STRUC & PRLLEL,117,25,35,34,16,6,1,,,,,,,,3.4,
2020-21,20212 (Spring 2021),CSE 333 A,SYSTEMS PROGRAMMING,90,37,30,13,6,1,1,1,1,,,,,,3.6,
2020-21,20212 (Spring 2021),CSE 333 B,SYSTEMS PROGRAMMING,80,29,38,9,1,1,,,,,,,2,,3.6,
2020-21,20212 (Spring 2021),CSE 340 A,INTERACTION PROG,47,12,24,5,3,2,1,,,,,,,,3.5,
2020-21,20212 (Spring 2021),CSE 341 A,PROGRAMMING LANGS,64,8,27,11,12,2,1,,3,,,,,,3.3,
2020-21,20212 (Spring 2021),CSE 344 A,INTRO DATA MGMT,121,42,62,12,4,,1,,,,,,,,3.7,
2020-21,20212 (Spring 2021),CSE 351 A,HW SW INTERFACE,100,52,36,5,2,4,,,,,1,,,,3.7,
2020-21,20212 (Spring 2021),CSE 351 B,HW SW INTERFACE,69,32,29,4,3,,,,1,,,,,,3.7,
2020-21,20212 (Spring 2021),CSE 369 A,INTRO DIG DESIGN,38,28,5,2,2,1,,,,,,,,,3.8,
2020-21,20212 (Spring 2021),CSE 373 A,DATA STRUC/ALGORITH,232,60,108,21,22,12,3,2,1,,1,,2,,3.5,
2020-21,20212 (Spring 2021),CSE 374 A,PROG CONCEPTS TOOLS,60,30,14,6,3,2,2,1,,,,,2,,3.5,
2020-21,20212 (Spring 2021),CSE 401 A,INT COMPILER CONSTR,24,7,11,1,3,2,,,,,,,,,3.5,
2020-21,20212 (Spring 2021),CSE 403 A,SOFTWARE ENGINEERING,80,25,36,11,6,1,,1,,,,,,,3.6,
2020-21,20212 (Spring 2021),CSE 412 A,INTRO DATA VIS,79,4,56,13,2,2,,1,,,,,1,,3.4,
2020-21,20212 (Spring 2021),CSE 413 A,LANGS & COMPILERS,46,14,15,9,5,1,,,1,,,,1,,3.4,
2020-21,20212 (Spring 2021),CSE 414 A,DATABASE SYSTEMS,117,26,63,14,8,2,1,,1,1,,,1,,3.5,
2020-21,20212 (Spring 2021),CSE 415 A,ARTIF INTELLIGENCE,48,18,14,5,8,1,1,,,,,,1,,3.5,
2020-21,20212 (Spring 2021),CSE 416 A,INTRO MACH LEARNING,54,23,21,4,2,3,,1,,,,,,,3.6,
2020-21,20212 (Spring 2021),CSE 416 B,INTRO MACH LEARNING,17,2,6,3,2,3,1,,,,,,,,3.3,
2020-21,20212 (Spring 2021),CSE 421 A,INTRO TO ALGORITHMS,133,38,68,20,4,1,1,,,,,1,,,3.6,
2020-21,20212 (Spring 2021),CSE 427 A,COMP BIOLOGY,24,8,14,2,,,,,,,,,,,3.7,
2020-21,20212 (Spring 2021),CSE 431 A,INTRO THEORY COMPUT,37,18,17,2,,,,,,,,,,,3.8,
2020-21,20212 (Spring 2021),CSE 444 A,DATABASE INTERNALS,70,59,9,,,,,,,,,,2,,3.8,
2020-21,20212 (Spring 2021),CSE 446 A,MACHINE LEARNING,67,33,22,6,1,1,4,,,,,,,,3.6,
2020-21,20212 (Spring 2021),CSE 451 A,INTRO OPERATING SYS,63,35,22,4,2,,,,,,,,,,3.8,
2020-21,20212 (Spring 2021),CSE 452 A,DISTRIBUTED SYSTEMS,127,75,32,8,5,2,1,2,2,,,,,,3.7,
2020-21,20212 (Spring 2021),CSE 455 A,COMPUTER VISION,98,90,1,4,1,,1,,,,,,1,,3.8,
2020-21,20212 (Spring 2021),CSE 461 A,INTRO COMP NETWORKS,64,11,33,15,4,1,,,,,,,,,3.5,
2020-21,20212 (Spring 2021),CSE 473 A,INTR TO ARTIF INTLL,107,53,48,3,1,,,2,,,,,,,3.7,
2020-21,20212 (Spring 2021),CSE 478 A,AUTONOMOUS ROBOTICS,43,39,2,1,,,,1,,,,,,,3.9,
2020-21,20212 (Spring 2021),CSE 481 D,CAP SOFT DESIGN,17,15,,,2,,,,,,,,,,3.8,
2020-21,20212 (Spring 2021),CSE 481 N,CAP SOFT DESIGN,19,13,6,,,,,,,,,,,,3.8,
2020-21,20212 (Spring 2021),CSE 481 V,CAP SOFT DESIGN,27,23,4,,,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),CSE 482 B,CAP SW DESIGN - EUP,21,21,,,,,,,,,,,,,4,
2020-21,20212 (Spring 2021),CSE 484 A,COMPUTER SECURITY,166,143,19,4,,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),CSE 490 F,SPECIAL TOPICS CSE,20,20,,,,,,,,,,,,,4,
2020-21,20212 (Spring 2021),CSE 505 A,PRIN OF PROG LANGS,22,15,5,2,,,,,,,,,,,3.8,
2020-21,20212 (Spring 2021),CSE 512 A,DATA VISUALIZATION,98,26,65,7,,,,,,,,,,,3.7,
2020-21,20212 (Spring 2021),CSE 535 A,OPTIMIZATION THEORY,17,9,8,,,,,,,,,,,,3.8,
2020-21,20212 (Spring 2021),CSE 546 A,MACHINE LEARNING,47,14,22,4,6,1,,,,,,,,,3.6,
2020-21,20212 (Spring 2021),CSE 547 A,MACH LEARN BIG DATA,38,24,12,2,,,,,,,,,,,3.8,
2020-21,20212 (Spring 2021),CSE 571 A,AI-ROBOTICS,17,9,8,,,,,,,,,,,,3.8,
2020-21,20212 (Spring 2021),CSE 599 H,SPECIAL TOPICS,21,9,12,,,,,,,,,,,,3.8,
2020-21,20212 (Spring 2021),CSE 599 M,SPECIAL TOPICS,18,15,3,,,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),CSE 599 Y,SPECIAL TOPICS,15,11,2,2,,,,,,,,,,,3.8,
2020-21,20212 (Spring 2021),CSE P 505 A,PROG LANGUAGES,30,24,6,,,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),CSE P 544 A,DATABASE MGT SYS,72,57,12,1,,1,,,,,,,1,,3.8,
2020-21,20212 (Spring 2021),CSE P 590 A,SP TPC COMPTR SCI,20,17,3,,,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),CSE P 590 B,SP TPC COMPTR SCI,45,42,3,,,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),DANCE 100 A,UNDERSTANDING DANCE,62,50,7,3,,1,,,,,1,,,,3.8,
2020-21,20212 (Spring 2021),DANCE 244 A,TPCS MOVEMENT PRACS,15,7,6,2,,,,,,,,,,,3.8,
2020-21,20212 (Spring 2021),DANCE 275 A,AFRO-LATINX DANCE,17,15,1,,,,,1,,,,,,,3.8,
2020-21,20212 (Spring 2021),DANCE 285 A,AFRICAN DANCE & CUL,18,12,5,,,,,,1,,,,,,3.7,
2020-21,20212 (Spring 2021),DANCE 303 B,ADVANCED BALLET,18,17,,,,,,,,,1,,,,3.8,
2020-21,20212 (Spring 2021),DATA 514 A,DATA MGMT DATA SCIEN,47,11,30,3,1,2,,,,,,,,,3.6,
2020-21,20212 (Spring 2021),DATA 558 A,MACH LEARN DAT SCI,63,63,,,,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),DESIGN 166 A,DESIGN FOUNDATIONS,60,1,28,17,7,5,1,,,,,,1,,3.3,
2020-21,20212 (Spring 2021),DESIGN 208 A,SURV OF DESIGN HIST,63,57,3,,1,1,1,,,,,,,,3.9,
2020-21,20212 (Spring 2021),DESIGN 211 A,3-D FOUNDATION,19,,19,,,,,,,,,,,,3.6,
2020-21,20212 (Spring 2021),DESIGN 214 A,MARKS AND SYMBOLS,24,5,16,3,,,,,,,,,,,3.6,
2020-21,20212 (Spring 2021),DESIGN 215 A,VISUAL STORYTELLING,20,17,3,,,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),DESIGN 318 A,INTRMD ID STUDIO 2,16,,9,6,1,,,,,,,,,,3.4,
2020-21,20212 (Spring 2021),DESIGN 319 A,ADV DESIGN DRAWING,19,9,9,,1,,,,,,,,,,3.7,
2020-21,20212 (Spring 2021),DESIGN 326 A,DIGITAL FABRICATION,16,6,9,1,,,,,,,,,,,3.7,
2020-21,20212 (Spring 2021),DESIGN 369 A,VISUAL SYSTEMS,21,17,3,,1,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),DESIGN 372 A,INTERFACE DESIGN 2,20,6,14,,,,,,,,,,,,3.8,
2020-21,20212 (Spring 2021),DESIGN 372 B,INTERFACE DESIGN 2,24,24,,,,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),DESIGN 485 A,DESIGN CAPSTONE,21,13,8,,,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),DESIGN 485 C,DESIGN CAPSTONE,21,20,1,,,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),DIS ST 230 A,INTRO DISABILITY ST,37,27,6,1,,,,,,,,,3,,3.5,
2020-21,20212 (Spring 2021),DIS ST 421 A,HISTORY OF EUGENICS,20,18,,1,,,,,,,,,1,,3.7,
2020-21,20212 (Spring 2021),DRAMA 101 A,INTRO TO THEATRE,120,99,9,5,2,1,1,,,,,,3,,3.8,
2020-21,20212 (Spring 2021),DRAMA 103 A,THEATRE APPRECIATN,45,25,15,3,,1,,1,,,,,,,3.7,
2020-21,20212 (Spring 2021),DRAMA 171 A,BROADWAY MUSICAL,90,78,5,6,1,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),DRAMA 180 A,COLLAB & INCLUSION,32,20,7,,,2,1,,,,,1,1,,3.5,
2020-21,20212 (Spring 2021),DRAMA 201 A,PLAYS AND STYLES,25,14,3,5,,2,1,,,,,,,,3.6,
2020-21,20212 (Spring 2021),DRAMA 212 A,THEATRE TECH PRACT,15,3,12,,,,,,,,,,,,3.7,
2020-21,20212 (Spring 2021),DRAMA 213 A,SOUND DESIGN,17,11,5,1,,,,,,,,,,,3.8,
2020-21,20212 (Spring 2021),DRAMA 252 A,ACTING,20,15,2,1,1,,,,,,,,1,,3.6,
2020-21,20212 (Spring 2021),DRAMA 372 A,THEATRE HISTORY II,27,14,9,1,1,1,,1,,,,,,,3.6,
2020-21,20212 (Spring 2021),DRAMA 373 A,THEATRE HISTORY III,23,8,5,5,1,1,1,,,,,2,,,3.2,
2020-21,20212 (Spring 2021),DRAMA 457 A,CREATING DRAMA,15,13,2,,,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),DXARTS 450 A,DIGITAL VIDEO FNDTNS,26,17,5,3,1,,,,,,,,,,3.8,
2020-21,20212 (Spring 2021),DXARTS 460 A,DIGITAL SOUND,18,6,10,2,,,,,,,,,,,3.7,
2020-21,20212 (Spring 2021),DXARTS 490 A,SPECIAL TOPICS,16,13,3,,,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),E E 215 A,INTRO TO E E,115,26,52,22,7,4,1,1,,,,1,1,,3.4,
2020-21,20212 (Spring 2021),E E 233 A,CIRCUIT THEORY,58,18,13,16,6,4,,,1,,,,,,3.4,
2020-21,20212 (Spring 2021),E E 235 A,CT LINEAR SYSTEMS,47,5,16,13,7,5,1,,,,,,,,3.3,
2020-21,20212 (Spring 2021),E E 271 A,DIGITAL CIR & SYSTE,64,19,22,13,3,3,,2,1,1,,,,,3.4,
2020-21,20212 (Spring 2021),E E 331 A,DEVICES/CIRCUITS I,71,17,23,20,6,3,1,1,,,,,,,3.5,
2020-21,20212 (Spring 2021),E E 332 A,DEVICES/CIRCUITS II,31,5,11,6,7,1,,,1,,,,,,3.4,
2020-21,20212 (Spring 2021),E E 341 A,DT LINEAR SYSTEMS,45,26,13,5,1,,,,,,,,,,3.7,
2020-21,20212 (Spring 2021),E E 351 A,ENERGY SYSTEMS,50,27,20,2,1,,,,,,,,,,3.7,
2020-21,20212 (Spring 2021),E E 361 A,APPL EM,18,4,11,1,1,,,,,1,,,,,3.5,
2020-21,20212 (Spring 2021),E E 371 A,DIGITAL DESIGN,54,25,15,9,5,,,,,,,,,,3.6,
2020-21,20212 (Spring 2021),E E 393 A,ADV TECH COMM,22,8,9,2,1,2,,,,,,,,,3.6,
2020-21,20212 (Spring 2021),E E 393 C,ADV TECH COMM,28,6,12,7,3,,,,,,,,,,3.5,
2020-21,20212 (Spring 2021),E E 398 A,PROFESSIONAL ISSUES,53,32,3,4,1,4,7,1,1,,,,,,3.4,
2020-21,20212 (Spring 2021),E E 419 A,INTRO COMP NETWORKS,36,5,16,10,4,1,,,,,,,,,3.5,
2020-21,20212 (Spring 2021),E E 447 A,CONTROL SYS ANLYS I,52,25,21,3,1,,1,,1,,,,,,3.7,
2020-21,20212 (Spring 2021),E E 453 A,ELECTRIC DRIVES,16,8,3,,,3,2,,,,,,,,3.4,
2020-21,20212 (Spring 2021),E E 470 A,COMPUTER ARCH II,17,14,2,,,1,,,,,,,,,3.8,
2020-21,20212 (Spring 2021),E E 474 A,INTRO EMBEDDED SYS,54,27,21,3,,,2,,,,,,1,,3.6,
2020-21,20212 (Spring 2021),E E 475 A,EMBEDDED CAPSTONE,34,30,4,,,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),E E 484 A,SENSRS/SENSR SYSTMS,16,1,13,2,,,,,,,,,,,3.6,
2020-21,20212 (Spring 2021),E E 498 A,ENTREP CAPSTONE,81,50,28,,2,1,,,,,,,,,3.8,
2020-21,20212 (Spring 2021),E E 517 A,CON-SPACE PROC,16,15,1,,,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),E E 574 A,ANTENNAS,15,12,1,1,,,,,1,,,,,,3.7,
2020-21,20212 (Spring 2021),E E 576 A,COMPUTER VISION,16,12,3,,1,,,,,,,,,,3.8,
2020-21,20212 (Spring 2021),E E 596 A,ADV TPCS S&I PROC,26,14,11,1,,,,,,,,,,,3.8,
2020-21,20212 (Spring 2021),E E 598 B,SPECIAL TOPICS EE,28,16,11,1,,,,,,,,,,,3.8,
2020-21,20212 (Spring 2021),ECE 323 A,SOC EMO SUP ORG CLAS,49,34,9,4,,1,,,,,,,1,,3.7,
2020-21,20212 (Spring 2021),ECE 456 A,ECE SENIOR PROJECT,40,15,11,2,,5,2,,2,1,1,1,,,3.2,
2020-21,20212 (Spring 2021),ECFS 200 A,INTRO TO ECFS,115,102,5,,2,1,1,,,,,,4,,3.7,
2020-21,20212 (Spring 2021),ECFS 303 A,SRVC LRNG & RES I,27,24,2,,,,,,,,,,1,,3.8,
2020-21,20212 (Spring 2021),ECFS 312 A,POSITIVE SUPPORT,20,15,2,1,1,1,,,,,,,,,3.7,
2020-21,20212 (Spring 2021),ECFS 312 B,POSITIVE SUPPORT,37,20,14,2,1,,,,,,,,,,3.8,
2020-21,20212 (Spring 2021),ECFS 330 A,CREATIVITY IN ECE,35,29,4,2,,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),ECFS 400 A,CHLD OBSRV & ASSESS,28,21,5,2,,,,,,,,,,,3.8,
2020-21,20212 (Spring 2021),ECFS 403 A,SENIOR CAPSTONE,66,52,7,2,2,1,,,1,,,,1,,3.7,
2020-21,20212 (Spring 2021),ECFS 419 A,FAM&COM INFLNC CH,41,29,5,4,2,,1,,,,,,,,3.7,
2020-21,20212 (Spring 2021),ECON 200 A,INTRO MICROECON,267,43,65,38,40,21,15,11,20,4,2,,8,,3,
2020-21,20212 (Spring 2021),ECON 200 B,INTRO MICROECON,31,4,6,5,8,5,,1,,,,1,1,,3,
2020-21,20212 (Spring 2021),ECON 201 A,INTRO MACROECON,306,43,80,41,52,44,20,7,11,5,1,,2,,3.1,
2020-21,20212 (Spring 2021),ECON 201 C,INTRO MACROECON,58,9,8,2,2,,2,,1,,1,3,1,,3,
2020-21,20212 (Spring 2021),ECON 201 F,INTRO MACROECON,33,4,10,7,4,5,2,1,,,,,,,3.2,
2020-21,20212 (Spring 2021),ECON 230 A,ECONOMICS FISH&OCN,21,4,5,1,1,3,4,,,,,,3,,2.7,
2020-21,20212 (Spring 2021),ECON 300 A,INTERMED MICRO-ECON,57,26,12,4,5,3,,1,2,2,,1,1,,3.3,
2020-21,20212 (Spring 2021),ECON 300 B,INTERMED MICRO-ECON,27,4,6,5,7,2,1,,,,,,2,,3,
2020-21,20212 (Spring 2021),ECON 300 C,INTERMED MICRO-ECON,27,8,5,5,4,4,,,,,,,1,,3.3,
2020-21,20212 (Spring 2021),ECON 301 A,INTERMED MACRO-ECON,24,3,5,8,4,3,,,,,,1,,,3.2,
2020-21,20212 (Spring 2021),ECON 301 B,INTERMED MACRO-ECON,21,3,9,1,4,4,,,,,,,,,3.3,
2020-21,20212 (Spring 2021),ECON 301 C,INTERMED MACRO-ECON,30,9,9,2,2,2,2,3,1,,,,,,3.2,
2020-21,20212 (Spring 2021),ECON 301 D,INTERMED MACRO-ECON,33,5,17,3,7,1,,,,,,,,,3.5,
2020-21,20212 (Spring 2021),ECON 382 A,INTRO ECONOMETRICS,30,15,7,3,2,3,,,,,,,,,3.6,
2020-21,20212 (Spring 2021),ECON 396 A,HONORS RESEARCH SEM,15,11,4,,,,,,,,,,,,3.8,
2020-21,20212 (Spring 2021),ECON 400 A,ADVANCED MICROECON,29,6,8,8,6,1,,,,,,,,,3.4,
2020-21,20212 (Spring 2021),ECON 401 A,ADVANCED MACROECON,22,5,6,5,2,3,,,,,,,1,,3.2,
2020-21,20212 (Spring 2021),ECON 404 A,IND ORG&PRICE ANLYS,38,4,10,15,7,1,,,,,,1,,,3.3,
2020-21,20212 (Spring 2021),ECON 408 A,LAW & ECONOMICS,33,8,17,8,,,,,,,,,,,3.6,
2020-21,20212 (Spring 2021),ECON 422 A,INVESTM CAPTL FNANC,31,7,11,4,7,2,,,,,,,,,3.4,
2020-21,20212 (Spring 2021),ECON 423 A,TOPICS IN FIN ECON,52,7,33,8,2,1,,1,,,,,,,3.5,
2020-21,20212 (Spring 2021),ECON 424 A,COMPUTATNL FINANCE,33,7,23,2,,,,,,,,1,,,3.5,
2020-21,20212 (Spring 2021),ECON 431 A,GOVT & BUSINESS,26,8,11,5,1,1,,,,,,,,,3.6,
2020-21,20212 (Spring 2021),ECON 436 A,ENVIRONMENTAL ECON,44,10,16,14,3,,1,,,,,,,,3.5,
2020-21,20212 (Spring 2021),ECON 443 A,LABOR MKT ANALYSIS,27,5,14,3,2,2,1,,,,,,,,3.5,
2020-21,20212 (Spring 2021),ECON 447 A,ECON OF GENDER,27,2,13,7,3,2,,,,,,,,,3.4,
2020-21,20212 (Spring 2021),ECON 451 A,PUB FIN: TAX POLICY,31,3,8,6,8,3,3,,,,,,,,3.2,
2020-21,20212 (Spring 2021),ECON 454 A,COST-BENEFIT ANLYS,43,10,17,11,3,2,,,,,,,,,3.5,
2020-21,20212 (Spring 2021),ECON 471 A,INTERNATIONAL TRADE,19,3,9,5,,2,,,,,,,,,3.5,
2020-21,20212 (Spring 2021),ECON 482 A,ECONOMETRIC THRY&PR,33,5,9,7,12,,,,,,,,,,3.4,
2020-21,20212 (Spring 2021),ECON 484 A,ECNMTRCS & DATA SCI,32,11,8,10,2,,,,,,,,1,,3.5,
2020-21,20212 (Spring 2021),ECON 485 A,GAME THEORY,21,4,6,7,2,2,,,,,,,,,3.4,
2020-21,20212 (Spring 2021),ECON 486 A,ECON OF INFORMATION,22,3,15,1,,1,,1,,,,,1,,3.3,
2020-21,20212 (Spring 2021),ECON 508 A,MICROECN ANLYS III,29,5,15,7,2,,,,,,,,,,3.5,
2020-21,20212 (Spring 2021),ECON 509 A,MACROECON ANLYS III,23,2,14,4,3,,,,,,,,,,3.5,
2020-21,20212 (Spring 2021),ECON 582 A,ECONOMETRICS III,24,,20,4,,,,,,,,,,,3.5,
2020-21,20212 (Spring 2021),EDC&I 351 A,TEACHING PROFESSION,44,31,9,1,1,,,1,,,,,1,,3.7,
2020-21,20212 (Spring 2021),EDC&I 453 A,IMMIGRATION & SCHL,15,8,6,,,,,,1,,,,,,3.6,
2020-21,20212 (Spring 2021),EDC&I 495 A,IMPRVMNT OF TEACHNG,15,12,3,,,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),EDC&I 506 B,TOPICS RSCH MTHDS,18,16,2,,,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),EDC&I 509 A,ADVANCED INSTRUCTION,18,16,1,,1,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),EDC&I 510 A,LEADERSHIP PROJECTS,17,15,1,,1,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),EDC&I 539 A,MATH THINK CURR PED,25,19,3,2,,1,,,,,,,,,3.8,
2020-21,20212 (Spring 2021),EDC&I 540 A,IMMIGRANT SCHOOLING,24,24,,,,,,,,,,,,,4,
2020-21,20212 (Spring 2021),EDC&I 542 A,ESL ASSESSMENT K-12,24,15,7,2,,,,,,,,,,,3.8,
2020-21,20212 (Spring 2021),EDC&I 545 A,MLTI-LING SOC&DVLPMT,24,18,3,3,,,,,,,,,,,3.8,
2020-21,20212 (Spring 2021),EDC&I 548 A,TEACHING ESL,24,20,4,,,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),EDC&I 579 A,CULTURALLY SUS PEDAG,19,19,,,,,,,,,,,,,4,
2020-21,20212 (Spring 2021),EDLPS 302 A,EDUCATION POLICY,39,27,9,2,,1,,,,,,,,,3.8,
2020-21,20212 (Spring 2021),EDLPS 504 A,LEADERSHIP CORE III,23,23,,,,,,,,,,,,,4,
2020-21,20212 (Spring 2021),EDLPS 515 A,IAL ETHICS,44,44,,,,,,,,,,,,,4,
2020-21,20212 (Spring 2021),EDLPS 540 A,SOCIOL OF EDUCATION,34,28,4,2,,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),EDLPS 550 A,DYNAMICS EDUC ORGS,17,16,1,,,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),EDLPS 561 B,ED POL POLIT CONTXT,22,18,4,,,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),EDLPS 574 A,MIXED METHODS,16,10,6,,,,,,,,,,,,3.8,
2020-21,20212 (Spring 2021),EDLPS 590 A,STUDENT POP & EXPER,23,19,4,,,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),EDLPS 590 B,STUDENT POP & EXPER,26,21,4,1,,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),EDLPS 593 A,ASSESSMENT IN HE,16,16,,,,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),EDPSY 302 A,CHILD DVLPMNT &LRNG,156,139,5,3,3,2,,2,,,,,2,,3.8,
2020-21,20212 (Spring 2021),EDPSY 406 A,LRN TEACH CHG WORLD,57,34,18,,2,,,,,,2,,1,,3.7,
2020-21,20212 (Spring 2021),EDPSY 490 A,BASIC EDUC STATSTCS,42,12,25,4,,1,,,,,,,,,3.7,
2020-21,20212 (Spring 2021),EDPSY 504 A,IA TEAM WELLNESS,18,1,16,,1,,,,,,,,,,3.7,
2020-21,20212 (Spring 2021),EDPSY 517 A,APPL MSMT EDUC RSRCH,20,16,4,,,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),EDPSY 517 B,APPL MSMT EDUC RSRCH,15,11,4,,,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),EDPSY 546 A,COUNSELING PRACTICM,16,16,,,,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),EDPSY 573 A,PRESCHOOL ASSESSMNT,16,11,5,,,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),EDPSY 575 A,STRUC EQ MODELING I,20,15,5,,,,,,,,,,,,3.8,
2020-21,20212 (Spring 2021),EDPSY 581 E,SMNR EDUC PSYCH,16,16,,,,,,,,,,,,,4,
2020-21,20212 (Spring 2021),EDPSY 587 A,QUAL MTHD ED RSH 3,18,18,,,,,,,,,,,,,4,
2020-21,20212 (Spring 2021),EDSPE 304 A,EXCEPTIONAL CHLDRN,45,39,3,1,,,,1,,,,,1,,3.8,
2020-21,20212 (Spring 2021),EDSPE 414 A,ISSUE TREND INCL ECE,43,28,8,3,,1,,1,,,,1,1,,3.6,
2020-21,20212 (Spring 2021),EDSPE 415 A,FOUND READ DYSLEXIA,25,21,3,,,1,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),EDSPE 422 A,"(DIS)ABILITY, ED,ART",115,68,36,4,1,2,,1,1,,1,,1,,3.7,
2020-21,20212 (Spring 2021),EDSPE 422 B,"(DIS)ABILITY, ED,ART",25,12,7,2,1,2,,,,,,,1,,3.5,
2020-21,20212 (Spring 2021),EDSPE 435 C,INTRO TO ASD,56,36,11,4,1,3,,,1,,,,,,3.7,
2020-21,20212 (Spring 2021),EDSPE 511 B,METH APPL BEH ANLYS,32,16,13,1,1,,,,,,,,1,,3.7,
2020-21,20212 (Spring 2021),EDSPE 520 C,SEM APPL SPEC ED,18,13,4,,,1,,,,,,,,,3.8,
2020-21,20212 (Spring 2021),EDSPE 523 A,MATH FUNDAMENTALS,33,33,,,,,,,,,,,,,3.9,
2020-21,20212 (Spring 2021),EDSPE 525 A,AUTISM AND SOC DIS,41,18,15,3,4,1,,,,,,,,,3.7,
